groupe_sanguin;sexe;id_client;usage_vehicule;type_vehicule;date_demande;etat_dossier;formule;Presence_enfant;Tranche_revenus;Index_Personaliser;Tranche_Age_vehicule;Type_conduite_new;Typologie_employeur;Tranche_Age;Points_perdus_new;Enfant_conduite_accompagne_new;Tranche_Resid_Princ;Code_dept;Intervalle_Tarifs_Devis;Niveau_Instruction
A-;M;48190781;Private;Minivan;17/04/2022;complet;dev_integral;Non;"[0; 20K€[";C22-1691;De 0 à 4 ans;Rural;Type S.A.R.L;60 à 79 ans;Oui;Non;"[100k€; 150k€[ ";73;"[300€; 325€[";Lycée ou après
AB+;M;797568231;Commercial;Minivan;08/03/2022;complet;dev_integral;Non;"[80K€; 100K€[";C22-1695;De 5 à 9 ans;Urban;Type S.A;80 ans à plus;Oui;Non;Sans précision;81;"[325€; 350€[";Licence/Bac+3
O+;F;596152711;Private;Sports Car;28/04/2022;complet;dev_express;Non;"[80K€; 100K€[";C22-1699;De 10 à 14 ans;Urban;Sans précision;80 ans à plus;Non;Non;Sans précision;41;"[275€; 300€[";Master/Bac+5
O+;M;964114982;Commercial;z_SUV;05/04/2022;complet;dev_premium;Non;"[80K€; 100K€[";C22-1703;De 5 à 9 ans;Rural;Type S.A.R.L;40 à 59 ans;Oui;Non;Locataire;19;"[350€; et plus[";Licence/Bac+3
B-;M;8467576;Commercial;Minivan;30/03/2022;complet;dev_premium;Oui;"[20K€; 40K€[";C22-1707;De 5 à 9 ans;Urban;Sans précision;40 à 59 ans;Non;Oui;"[150k€; 200k€[";66;"[350€; et plus[";Avant Lycée
A-;F;233385530;Private;Minivan;09/04/2022;complet;dev_integral;Non;"[60K€; 80K€[";C22-1711;De 0 à 4 ans;Urban;Type S.A.R.L;40 à 59 ans;Oui;Non;"[200k€; 250k€[";87;"[300€; 325€[";Lycée ou après
A-;F;299673154;Commercial;Panel Truck;06/05/2022;complet;dev_express;Non;"[100K€; 120K€[";C22-1715;De 15 à 19 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;[300k€ à 350k€[;49;"[275€; 300€[";Master/Bac+5
B+;F;40478781;Private;z_SUV;29/04/2022;complet;dev_integral;Oui;"[40K€; 60K€[";C22-1719;De 10 à 14 ans;Rural;Sans précision;60 à 79 ans;Oui;Oui;"[150k€; 200k€[";33;"[325€; 350€[";Licence/Bac+3
AB+;F;460636426;Commercial;z_SUV;03/01/2022;complet;dev_express;Non;"[20K€; 40K€[";C22-1723;De 0 à 4 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;"[100k€; 150k€[ ";18;"[250€; 275€[";Lycée ou après
AB+;M;950870120;Commercial;Panel Truck;09/05/2022;complet;dev_vip;Non;"[60K€; 80K€[";C22-1727;De 0 à 4 ans;Rural;Sans précision;Moins de 20 ans;Oui;Non;"[200k€; 250k€[";83;"[350€; et plus[";Licence/Bac+3
A-;F;333567382;Commercial;Pickup;22/01/2022;complet;dev_integral;Non;"[0; 20K€[";C22-1731;De 15 à 19 ans;Urban;Type S.A.R.L;80 ans à plus;Non;Non;"[150k€; 200k€[";08;"[275€; 300€[";Licence/Bac+3
AB-;F;197692132;Private;Minivan;29/04/2022;complet;dev_express;Non;"[20K€; 40K€[";C22-1735;De 15 à 19 ans;Urban;Type S.A;Moins de 20 ans;Non;Non;"[100k€; 150k€[ ";11;"[250€; 275€[";Doctorat/Bac+8
O+;F;252778951;Commercial;Panel Truck;24/02/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-1739;De 0 à 4 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[150k€; 200k€[";13;"[300€; 325€[";Lycée ou après
B+;F;341162899;Commercial;Pickup;01/04/2022;complet;dev_express;Non;"[0; 20K€[";C22-1743;De 0 à 4 ans;Urban;Sans précision;40 à 59 ans;Non;Non;Locataire;44;"[250€; 275€[";Lycée ou après
A+;F;624914462;Commercial;Pickup;12/02/2022;complet;dev_express;Non;"[80K€; 100K€[";C22-1747;De 10 à 14 ans;Urban;Type S.A.S;80 ans à plus;Oui;Non;Locataire;55;"[250€; 275€[";Licence/Bac+3
B+;F;547910569;Private;Van;19/04/2022;complet;dev_integral;Oui;"[40K€; 60K€[";C22-1751;De 10 à 14 ans;Urban;Sans précision;40 à 59 ans;Non;Non;"[200k€; 250k€[";34;"[300€; 325€[";Lycée ou après
AB+;M;69005880;Commercial;z_SUV;06/02/2022;complet;dev_premium;Oui;"[0; 20K€[";C22-1755;De 5 à 9 ans;Urban;Type S.A.R.L;60 à 79 ans;Oui;Non;Sans précision;63;"[350€; et plus[";Lycée ou après
O-;F;100830732;Private;Sports Car;07/01/2022;complet;dev_integral;Oui;"[0; 20K€[";C22-1759;De 5 à 9 ans;Urban;Sans précision;40 à 59 ans;Non;Non;"[50k€; 100k€[";85;"[275€; 300€[";Licence/Bac+3
AB+;F;923020250;Commercial;Pickup;19/03/2022;complet;dev_premium;Non;"[0; 20K€[";C22-1763;De 0 à 4 ans;Urban;Type S.A.R.L;20 à 39 ans;Non;Non;Locataire;46;"[350€; et plus[";Lycée ou après
B-;F;1860885;Private;Pickup;10/03/2022;complet;dev_integral;Non;"[0; 20K€[";C22-1767;De 0 à 4 ans;Urban;Type S.A.R.L;60 à 79 ans;Non;Non;[300k€ à 350k€[;69;"[300€; 325€[";Doctorat/Bac+8
B-;F;932686219;Commercial;Pickup;08/05/2022;complet;dev_integral;Non;"[20K€; 40K€[";C22-1771;De 15 à 19 ans;Urban;Sans précision;40 à 59 ans;Non;Non;"[100k€; 150k€[ ";59;"[325€; 350€[";Master/Bac+5
B-;F;736860175;Commercial;z_SUV;09/03/2022;complet;dev_express;Oui;"[40K€; 60K€[";C22-1775;De 5 à 9 ans;Urban;Sans précision;80 ans à plus;Non;Non;"[150k€; 200k€[";47;"[275€; 300€[";Licence/Bac+3
O-;M;278169212;Private;z_SUV;20/04/2022;complet;dev_express;Non;"[0; 20K€[";C22-1779;De 15 à 19 ans;Urban;Type S.A;60 à 79 ans;Oui;Non;"[100k€; 150k€[ ";39;"[250€; 275€[";Doctorat/Bac+8
O-;F;652872436;Commercial;Pickup;05/04/2022;complet;dev_integral;Non;"[100K€; 120K€[";C22-1783;De 0 à 4 ans;Urban;Type S.A.S;60 à 79 ans;Oui;Non;Locataire;33;"[300€; 325€[";Lycée ou après
AB-;M;353028480;Private;z_SUV;20/05/2022;complet;dev_integral;Oui;"[80K€; 100K€[";C22-1787;De 5 à 9 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;"[250k€; 300k€[";93;"[275€; 300€[";Master/Bac+5
AB-;M;743964218;Private;z_SUV;03/03/2022;complet;dev_integral;Oui;"[0; 20K€[";C22-1791;De 5 à 9 ans;Urban;Type S.A;60 à 79 ans;Oui;Non;"[100k€; 150k€[ ";55;"[275€; 300€[";Avant Lycée
AB-;F;492542727;Private;z_SUV;12/03/2022;complet;dev_express;Oui;"[0; 20K€[";C22-1795;De 0 à 4 ans;Urban;Sans précision;60 à 79 ans;Oui;Oui;"[100k€; 150k€[ ";62;"[275€; 300€[";Avant Lycée
B-;F;699416315;Private;Sports Car;06/01/2022;complet;dev_express;Oui;"[60K€; 80K€[";C22-1799;De 10 à 14 ans;Urban;Type S.A.S;80 ans à plus;Non;Non;Locataire;44;"[250€; 275€[";Master/Bac+5
A+;M;247903379;Commercial;Pickup;17/01/2022;complet;dev_express;Non;"[0; 20K€[";C22-1803;De 0 à 4 ans;Urban;Sans précision;20 à 39 ans;Oui;Non;"[200k€; 250k€[";82;"[250€; 275€[";Avant Lycée
B+;F;431950127;Private;z_SUV;04/03/2022;complet;dev_integral;Oui;"[0; 20K€[";C22-1807;De 5 à 9 ans;Urban;Sans précision;80 ans à plus;Oui;Non;"[50k€; 100k€[";92;"[300€; 325€[";Lycée ou après
A+;F;598425831;Private;z_SUV;28/02/2022;complet;dev_premium;Non;"[120K€; Et plus [";C22-1811;De 20 ans à plus;Urban;Sans précision;40 à 59 ans;Non;Non;[300k€ à 350k€[;46;"[350€; et plus[";Master/Bac+5
B+;M;45380209;Commercial;Van;22/03/2022;complet;dev_express;Non;"[60K€; 80K€[";C22-1815;De 0 à 4 ans;Urban;Sans précision;20 à 39 ans;Non;Non;Locataire;17;"[250€; 275€[";Licence/Bac+3
AB-;F;504971762;Commercial;Minivan;09/05/2022;complet;dev_express;Oui;"[40K€; 60K€[";C22-1819;De 10 à 14 ans;Urban;Type S.A.R.L;20 à 39 ans;Non;Non;"[100k€; 150k€[ ";94;"[250€; 275€[";Lycée ou après
O+;F;423647201;Commercial;Pickup;11/03/2022;complet;dev_integral;Non;"[80K€; 100K€[";C22-1823;De 0 à 4 ans;Urban;Type S.A;20 à 39 ans;Non;Non;"[250k€; 300k€[";41;"[275€; 300€[";Doctorat/Bac+8
A+;F;898631869;Commercial;Van;19/02/2022;complet;dev_integral;Non;"[60K€; 80K€[";C22-1827;De 0 à 4 ans;Urban;Type S.A;40 à 59 ans;Oui;Non;Locataire;56;"[300€; 325€[";Lycée ou après
AB+;F;141445656;Private;Sports Car;28/04/2022;complet;dev_premium;Oui;"[0; 20K€[";C22-1831;De 5 à 9 ans;Urban;Type S.A;20 à 39 ans;Oui;Non;"[100k€; 150k€[ ";71;"[350€; et plus[";Licence/Bac+3
O-;M;937542593;Private;Pickup;01/03/2022;complet;dev_integral;Non;"[120K€; Et plus [";C22-1835;De 0 à 4 ans;Urban;Type S.A.R.L;20 à 39 ans;Non;Non;"[350k€; et plus[";39;"[275€; 300€[";Master/Bac+5
B-;M;592859964;Private;Minivan;17/01/2022;complet;dev_integral;Oui;"[80K€; 100K€[";C22-1839;De 0 à 4 ans;Urban;Sans précision;20 à 39 ans;Oui;Oui;[300k€ à 350k€[;05;"[275€; 300€[";Licence/Bac+3
AB+;M;627828331;Private;z_SUV;12/03/2022;complet;dev_premium;Non;"[0; 20K€[";C22-1843;De 5 à 9 ans;Rural;Type S.A.R.L;40 à 59 ans;Non;Non;"[100k€; 150k€[ ";20;"[350€; et plus[";Licence/Bac+3
B+;M;459294600;Private;Sports Car;14/04/2022;complet;dev_express;Non;"[60K€; 80K€[";C22-1847;De 5 à 9 ans;Urban;Type S.A.R.L;40 à 59 ans;Oui;Non;"[200k€; 250k€[";03;"[250€; 275€[";Licence/Bac+3
O+;M;736971720;Commercial;Panel Truck;17/02/2022;complet;dev_express;Non;"[80K€; 100K€[";C22-1851;De 10 à 14 ans;Urban;Sans précision;20 à 39 ans;Non;Non;"[250k€; 300k€[";82;"[250€; 275€[";Licence/Bac+3
O-;F;86772573;Private;Minivan;19/04/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-1855;De 10 à 14 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;"[100k€; 150k€[ ";06;"[275€; 300€[";Licence/Bac+3
B-;M;857236178;Commercial;Pickup;18/05/2022;complet;dev_integral;Oui;"[0; 20K€[";C22-1859;De 5 à 9 ans;Rural;Sans précision;60 à 79 ans;Non;Oui;"[100k€; 150k€[ ";91;"[275€; 300€[";Avant Lycée
O-;M;684927392;Commercial;Pickup;13/03/2022;complet;dev_express;Non;"[60K€; 80K€[";C22-1863;De 10 à 14 ans;Rural;Sans précision;80 ans à plus;Oui;Non;"[200k€; 250k€[";89;"[275€; 300€[";Licence/Bac+3
B+;F;493194995;Commercial;Van;11/05/2022;complet;dev_express;Oui;"[120K€; Et plus [";C22-1867;De 0 à 4 ans;Urban;Type S.A.R.L;Moins de 20 ans;Non;Oui;Locataire;95;"[275€; 300€[";Master/Bac+5
B+;F;634343179;Commercial;Panel Truck;11/01/2022;complet;dev_premium;Non;"[80K€; 100K€[";C22-1871;De 0 à 4 ans;Urban;Type S.A;Moins de 20 ans;Oui;Non;Locataire;89;"[350€; et plus[";Master/Bac+5
AB+;F;231434550;Private;z_SUV;09/05/2022;complet;dev_integral;Non;"[20K€; 40K€[";C22-1875;De 5 à 9 ans;Urban;Type S.A;Moins de 20 ans;Oui;Non;"[100k€; 150k€[ ";31;"[300€; 325€[";Avant Lycée
O-;F;668800586;Commercial;Minivan;04/01/2022;complet;dev_integral;Oui;"[0; 20K€[";C22-1879;De 0 à 4 ans;Urban;Type S.A;40 à 59 ans;Oui;Oui;"[100k€; 150k€[ ";19;"[300€; 325€[";Avant Lycée
O+;F;31882806;Private;z_SUV;30/05/2022;complet;dev_express;Oui;"[0; 20K€[";C22-1883;De 5 à 9 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;Locataire;13;"[250€; 275€[";Lycée ou après
O-;M;207041439;Private;Minivan;06/03/2022;complet;dev_express;Non;"[80K€; 100K€[";C22-1887;De 5 à 9 ans;Urban;Sans précision;20 à 39 ans;Oui;Non;Locataire;75;"[250€; 275€[";Avant Lycée
O-;M;61087160;Private;z_SUV;19/01/2022;complet;dev_premium;Oui;"[20K€; 40K€[";C22-1891;De 0 à 4 ans;Urban;Sans précision;20 à 39 ans;Oui;Non;"[150k€; 200k€[";60;"[350€; et plus[";Lycée ou après
A+;F;218098391;Private;Pickup;20/04/2022;complet;dev_integral;Oui;"[40K€; 60K€[";C22-1895;De 5 à 9 ans;Urban;Sans précision;Moins de 20 ans;Oui;Non;"[200k€; 250k€[";84;"[325€; 350€[";Master/Bac+5
AB-;M;960646647;Private;z_SUV;24/05/2022;complet;dev_express;Non;"[0; 20K€[";C22-1899;De 0 à 4 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;Locataire;95;"[250€; 275€[";Avant Lycée
AB+;F;908029467;Private;z_SUV;26/03/2022;complet;dev_express;Oui;"[0; 20K€[";C22-1903;De 0 à 4 ans;Urban;Type S.A;20 à 39 ans;Oui;Non;"[50k€; 100k€[";50;"[275€; 300€[";Avant Lycée
AB-;F;831157828;Private;z_SUV;23/03/2022;complet;dev_integral;Non;"[0; 20K€[";C22-1907;De 5 à 9 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;Locataire;53;"[300€; 325€[";Avant Lycée
A+;M;100208113;Commercial;Panel Truck;12/04/2022;complet;dev_integral;Non;"[100K€; 120K€[";C22-1911;De 15 à 19 ans;Urban;Type S.A.R.L;20 à 39 ans;Non;Non;Locataire;08;"[275€; 300€[";Master/Bac+5
A+;M;909479253;Private;Minivan;15/04/2022;complet;dev_integral;Non;"[120K€; Et plus [";C22-1915;De 10 à 14 ans;Urban;Sans précision;20 à 39 ans;Non;Non;"[350k€; et plus[";47;"[300€; 325€[";Doctorat/Bac+8
O-;F;603971301;Commercial;Pickup;20/04/2022;complet;dev_express;Non;"[40K€; 60K€[";C22-1919;De 5 à 9 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[150k€; 200k€[";77;"[250€; 275€[";Lycée ou après
B+;F;204546735;Private;z_SUV;02/05/2022;complet;dev_integral;Non;"[20K€; 40K€[";C22-1923;De 0 à 4 ans;Rural;Type S.A.S;60 à 79 ans;Non;Non;Locataire;26;"[300€; 325€[";Avant Lycée
AB-;F;968439150;Private;Van;21/05/2022;complet;dev_express;Oui;"[0; 20K€[";C22-1927;De 0 à 4 ans;Urban;Type S.A;60 à 79 ans;Oui;Non;Sans précision;04;"[250€; 275€[";Lycée ou après
O-;F;128902374;Private;z_SUV;01/03/2022;complet;dev_express;Oui;"[60K€; 80K€[";C22-1931;De 0 à 4 ans;Urban;Type S.A.S;20 à 39 ans;Non;Non;Locataire;12;"[275€; 300€[";Licence/Bac+3
A-;F;602229598;Private;Minivan;10/05/2022;complet;dev_premium;Oui;"[60K€; 80K€[";C22-1935;De 5 à 9 ans;Urban;Type S.A.R.L;40 à 59 ans;Oui;Oui;"[200k€; 250k€[";61;"[350€; et plus[";Master/Bac+5
B+;F;779624178;Private;Sports Car;06/03/2022;complet;dev_integral;Non;"[100K€; 120K€[";C22-1939;De 10 à 14 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;[300k€ à 350k€[;75;"[300€; 325€[";Master/Bac+5
B+;F;578135332;Private;Minivan;26/05/2022;complet;dev_integral;Non;"[0; 20K€[";C22-1943;De 0 à 4 ans;Rural;Sans précision;Moins de 20 ans;Non;Non;"[100k€; 150k€[ ";88;"[275€; 300€[";Avant Lycée
A+;F;844879272;Private;Sports Car;25/04/2022;complet;dev_integral;Oui;"[20K€; 40K€[";C22-1947;De 0 à 4 ans;Urban;Sans précision;20 à 39 ans;Oui;Oui;"[150k€; 200k€[";31;"[275€; 300€[";Avant Lycée
B+;M;922967381;Commercial;z_SUV;29/05/2022;complet;dev_premium;Non;"[20K€; 40K€[";C22-1951;De 0 à 4 ans;Rural;Type S.A;40 à 59 ans;Non;Non;"[100k€; 150k€[ ";08;"[325€; 350€[";Lycée ou après
AB-;M;826845293;Private;Sports Car;03/02/2022;complet;dev_express;Oui;"[20K€; 40K€[";C22-1955;De 10 à 14 ans;Urban;Sans précision;Moins de 20 ans;Oui;Non;"[150k€; 200k€[";82;"[250€; 275€[";Lycée ou après
O-;M;462892636;Commercial;Minivan;16/05/2022;complet;dev_express;Oui;"[20K€; 40K€[";C22-1959;De 5 à 9 ans;Urban;Type S.A;20 à 39 ans;Non;Non;Locataire;11;"[250€; 275€[";Lycée ou après
A+;F;195722546;Private;z_SUV;15/05/2022;complet;dev_express;Oui;"[60K€; 80K€[";C22-1963;De 10 à 14 ans;Urban;Sans précision;40 à 59 ans;Oui;Oui;"[250k€; 300k€[";54;"[250€; 275€[";Licence/Bac+3
O+;M;335375976;Private;z_SUV;28/05/2022;complet;dev_express;Oui;"[60K€; 80K€[";C22-1967;De 5 à 9 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[150k€; 200k€[";86;"[250€; 275€[";Licence/Bac+3
A+;F;911685716;Commercial;Pickup;27/03/2022;complet;dev_integral;Non;"[0; 20K€[";C22-1971;De 10 à 14 ans;Rural;Type S.A.S;60 à 79 ans;Oui;Non;Locataire;19;"[275€; 300€[";Lycée ou après
B-;M;59670547;Private;z_SUV;03/02/2022;complet;dev_integral;Non;"[20K€; 40K€[";C22-1975;De 0 à 4 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;"[150k€; 200k€[";02;"[325€; 350€[";Lycée ou après
AB-;F;631212058;Commercial;Panel Truck;06/05/2022;complet;dev_premium;Non;"[100K€; 120K€[";C22-1979;De 5 à 9 ans;Urban;Sans précision;Moins de 20 ans;Oui;Non;[300k€ à 350k€[;18;"[350€; et plus[";Master/Bac+5
AB-;F;640880824;Private;Minivan;12/05/2022;complet;dev_premium;Non;"[20K€; 40K€[";C22-1983;De 0 à 4 ans;Rural;Type S.A.R.L;20 à 39 ans;Oui;Non;"[150k€; 200k€[";52;"[350€; et plus[";Avant Lycée
B+;F;705448628;Commercial;Van;15/01/2022;complet;dev_integral;Non;"[80K€; 100K€[";C22-1987;De 10 à 14 ans;Urban;Type S.A.R.L;60 à 79 ans;Oui;Non;"[250k€; 300k€[";58;"[275€; 300€[";Licence/Bac+3
A-;M;155093200;Commercial;Pickup;24/01/2022;complet;dev_integral;Oui;"[0; 20K€[";C22-1991;De 0 à 4 ans;Urban;Type S.A.R.L;Moins de 20 ans;Oui;Oui;"[100k€; 150k€[ ";73;"[325€; 350€[";Avant Lycée
A+;M;715183798;Private;Pickup;17/03/2022;complet;dev_integral;Non;"[120K€; Et plus [";C22-1995;De 15 à 19 ans;Urban;Sans précision;40 à 59 ans;Non;Non;Locataire;54;"[325€; 350€[";Doctorat/Bac+8
AB+;M;45398288;Private;z_SUV;29/03/2022;complet;dev_integral;Non;"[0; 20K€[";C22-1999;De 5 à 9 ans;Rural;Sans précision;80 ans à plus;Oui;Non;Sans précision;78;"[300€; 325€[";Doctorat/Bac+8
O+;M;173124759;Private;Pickup;10/05/2022;complet;dev_express;Non;"[60K€; 80K€[";C22-2003;De 0 à 4 ans;Urban;Sans précision;Moins de 20 ans;Non;Non;Locataire;13;"[250€; 275€[";Master/Bac+5
A-;F;423712104;Private;Minivan;14/03/2022;complet;dev_express;Non;"[100K€; 120K€[";C22-2007;De 15 à 19 ans;Urban;Type S.A;40 à 59 ans;Non;Non;Locataire;24;"[250€; 275€[";Doctorat/Bac+8
AB+;F;102863719;Private;Pickup;31/05/2022;complet;dev_premium;Non;"[20K€; 40K€[";C22-2011;De 10 à 14 ans;Rural;Sans précision;60 à 79 ans;Non;Non;"[100k€; 150k€[ ";16;"[350€; et plus[";Lycée ou après
AB+;F;356334131;Private;z_SUV;10/05/2022;complet;dev_integral;Non;"[120K€; Et plus [";C22-2015;De 5 à 9 ans;Urban;Type S.A;Moins de 20 ans;Non;Non;"[350k€; et plus[";54;"[325€; 350€[";Licence/Bac+3
B-;F;937573684;Commercial;Pickup;14/05/2022;complet;dev_express;Oui;"[20K€; 40K€[";C22-2019;De 0 à 4 ans;Urban;Type S.A;40 à 59 ans;Non;Non;"[100k€; 150k€[ ";27;"[250€; 275€[";Lycée ou après
A-;F;361438642;Commercial;Van;07/05/2022;complet;dev_express;Non;"[100K€; 120K€[";C22-2023;De 10 à 14 ans;Urban;Type S.A;80 ans à plus;Oui;Non;Locataire;82;"[250€; 275€[";Licence/Bac+3
O-;F;10755990;Private;Pickup;17/05/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-2027;De 0 à 4 ans;Rural;Sans précision;40 à 59 ans;Oui;Non;Locataire;57;"[325€; 350€[";Avant Lycée
O+;M;609374475;Commercial;Minivan;17/03/2022;complet;dev_integral;Non;"[0; 20K€[";C22-2031;De 5 à 9 ans;Urban;Type S.A;40 à 59 ans;Non;Non;Locataire;44;"[275€; 300€[";Lycée ou après
A+;F;102262070;Commercial;Van;15/03/2022;complet;dev_premium;Non;"[120K€; Et plus [";C22-2035;De 10 à 14 ans;Urban;Sans précision;40 à 59 ans;Oui;Non;Locataire;49;"[350€; et plus[";Doctorat/Bac+8
B-;F;877277908;Private;Minivan;30/03/2022;complet;dev_express;Non;"[120K€; Et plus [";C22-2039;De 10 à 14 ans;Urban;Type S.A.R.L;40 à 59 ans;Non;Non;Locataire;28;"[250€; 275€[";Doctorat/Bac+8
O+;F;961642063;Private;z_SUV;21/01/2022;complet;dev_express;Non;"[60K€; 80K€[";C22-2043;De 0 à 4 ans;Urban;Sans précision;40 à 59 ans;Non;Non;"[250k€; 300k€[";43;"[250€; 275€[";Avant Lycée
A-;M;64979459;Commercial;z_SUV;18/01/2022;complet;dev_express;Oui;"[0; 20K€[";C22-2047;De 0 à 4 ans;Urban;Type S.A;60 à 79 ans;Oui;Non;Locataire;04;"[250€; 275€[";Lycée ou après
AB-;F;834563499;Commercial;Minivan;19/04/2022;complet;dev_integral;Non;"[0; 20K€[";C22-2051;De 15 à 19 ans;Urban;Type S.A.R.L;Moins de 20 ans;Oui;Non;Sans précision;58;"[275€; 300€[";Licence/Bac+3
O+;M;580997822;Commercial;Pickup;18/05/2022;complet;dev_premium;Non;"[20K€; 40K€[";C22-2055;De 5 à 9 ans;Rural;Type S.A.R.L;40 à 59 ans;Non;Non;"[100k€; 150k€[ ";24;"[350€; et plus[";Lycée ou après
B-;M;65962225;Private;Minivan;04/04/2022;complet;dev_express;Non;"[60K€; 80K€[";C22-2059;De 20 ans à plus;Urban;Type S.A.R.L;40 à 59 ans;Non;Non;"[250k€; 300k€[";83;"[250€; 275€[";Master/Bac+5
AB-;M;181750125;Private;Minivan;25/03/2022;complet;dev_integral;Oui;"[120K€; Et plus [";C22-2063;De 5 à 9 ans;Urban;Type S.A.S;40 à 59 ans;Non;Non;"[350k€; et plus[";62;"[300€; 325€[";Licence/Bac+3
O+;F;535310073;Commercial;Minivan;23/03/2022;complet;dev_integral;Oui;"[60K€; 80K€[";C22-2067;De 0 à 4 ans;Urban;Type S.A.R.L;60 à 79 ans;Oui;Non;"[200k€; 250k€[";47;"[275€; 300€[";Licence/Bac+3
O-;F;777827288;Commercial;Panel Truck;25/03/2022;complet;dev_express;Non;"[100K€; 120K€[";C22-2071;De 10 à 14 ans;Urban;Sans précision;20 à 39 ans;Non;Non;"[250k€; 300k€[";70;"[275€; 300€[";Master/Bac+5
O-;M;685041790;Private;Minivan;23/02/2022;complet;dev_integral;Non;"[0; 20K€[";C22-2075;De 20 ans à plus;Urban;Type S.A.R.L;20 à 39 ans;Non;Non;Locataire;60;"[325€; 350€[";Doctorat/Bac+8
B-;F;283273689;Commercial;z_SUV;08/04/2022;complet;dev_premium;Non;"[120K€; Et plus [";C22-2079;De 10 à 14 ans;Urban;Type S.A;80 ans à plus;Oui;Non;[300k€ à 350k€[;29;"[350€; et plus[";Licence/Bac+3
B+;M;542113653;Private;Minivan;25/02/2022;complet;dev_integral;Non;"[40K€; 60K€[";C22-2083;De 0 à 4 ans;Urban;Sans précision;60 à 79 ans;Non;Non;Locataire;43;"[325€; 350€[";Master/Bac+5
B-;F;521446300;Private;z_SUV;07/02/2022;complet;dev_integral;Non;"[20K€; 40K€[";C22-2087;De 5 à 9 ans;Urban;Sans précision;60 à 79 ans;Oui;Non;"[200k€; 250k€[";36;"[275€; 300€[";Avant Lycée
AB-;M;757021407;Commercial;Minivan;01/04/2022;complet;dev_integral;Oui;"[0; 20K€[";C22-2091;De 0 à 4 ans;Rural;Type S.A.R.L;Moins de 20 ans;Non;Oui;Locataire;38;"[300€; 325€[";Avant Lycée
AB+;M;393735825;Private;Minivan;25/05/2022;complet;dev_express;Non;"[100K€; 120K€[";C22-2095;De 0 à 4 ans;Urban;Type S.A.R.L;Moins de 20 ans;Oui;Non;[300k€ à 350k€[;45;"[250€; 275€[";Doctorat/Bac+8
A-;F;316450995;Private;z_SUV;21/04/2022;complet;dev_express;Non;"[20K€; 40K€[";C22-2099;De 5 à 9 ans;Urban;Type S.A;60 à 79 ans;Oui;Non;Sans précision;11;"[250€; 275€[";Lycée ou après
AB+;F;943420759;Private;Minivan;31/05/2022;complet;dev_premium;Non;"[20K€; 40K€[";C22-2103;De 0 à 4 ans;Urban;Sans précision;40 à 59 ans;Non;Non;"[150k€; 200k€[";82;"[325€; 350€[";Avant Lycée
B-;M;31898590;Commercial;Pickup;19/02/2022;complet;dev_express;Non;"[0; 20K€[";C22-2107;De 0 à 4 ans;Urban;Type S.A.R.L;20 à 39 ans;Non;Non;"[200k€; 250k€[";65;"[250€; 275€[";Lycée ou après
A+;F;335621030;Private;z_SUV;23/05/2022;complet;dev_integral;Oui;"[40K€; 60K€[";C22-2111;De 5 à 9 ans;Urban;Type S.A;40 à 59 ans;Oui;Oui;"[150k€; 200k€[";29;"[325€; 350€[";Licence/Bac+3
O+;M;705048911;Commercial;Pickup;24/02/2022;complet;dev_integral;Oui;"[80K€; 100K€[";C22-2115;De 0 à 4 ans;Rural;Sans précision;80 ans à plus;Non;Non;"[250k€; 300k€[";07;"[300€; 325€[";Licence/Bac+3
AB-;M;406648980;Private;Sports Car;28/05/2022;complet;dev_express;Oui;"[40K€; 60K€[";C22-2119;De 0 à 4 ans;Urban;Sans précision;80 ans à plus;Non;Non;"[150k€; 200k€[";07;"[275€; 300€[";Licence/Bac+3
